sample_type,sequencing,read_type,goal,reference_gated,strategy_id,workflow_name,route_kind,build_ok,dependency_valid,step_count,tool_candidates,compatible_tools,incompatible_tools,zero_compatible_steps,insufficient_parallel_steps,status,detail
Bulk transcriptome,PacBio,Long reads,Differential expression,False,bulk_transcriptome_pacbio_differential_expression,Bulk transcriptome — PacBio long-read differential expression,curated_static,True,True,5,6,6,0,0,0,PASS,
Bulk transcriptome,PacBio,Long reads,Transcript assembly,False,bulk_transcriptome_pacbio_transcript_assembly,Bulk transcriptome — PacBio long-read transcript reconstruction,curated_static,True,True,3,4,4,0,0,0,PASS,
Bulk transcriptome,PacBio,Long reads,Alternative splicing,False,bulk_transcriptome_pacbio_alternative_splicing,Bulk transcriptome — PacBio long-read alternative splicing,curated_static,True,True,3,3,3,0,0,0,PASS,
Virome,Illumina,Paired-end,Viral sequence detection,False,virome_illumina_viral_detection,Virome — Illumina viral sequence detection,curated_static,True,True,3,4,4,0,0,0,PASS,
Virome,Illumina,Paired-end,Viral genome quality assessment,False,virome_illumina_quality_assessment,Virome — Illumina viral genome quality assessment,curated_static,True,True,4,5,5,0,0,0,PASS,
Virome,Illumina,Paired-end,Viral taxonomy,False,virome_illumina_viral_taxonomy,Virome — Illumina geNomad viral taxonomy,curated_static,True,True,3,3,3,0,0,0,PASS,
Virome,Illumina,Paired-end,Viral host prediction,False,virome_illumina_host_prediction,Virome — prokaryotic virus host prediction,curated_static,True,True,5,6,6,0,0,0,PASS,
Virome,Illumina,Paired-end,Viral clustering / vOTU analysis,False,virome_illumina_votu_clustering,Virome — Illumina viral clustering and vOTU definition,curated_static,True,True,5,6,6,0,0,0,PASS,
Virome,Illumina,Paired-end,Viral functional annotation,False,virome_illumina_functional_annotation,Virome — Illumina viral functional annotation,curated_static,True,True,6,7,7,0,0,0,PASS,
Virome,Illumina,Paired-end,Auxiliary metabolic gene analysis,False,virome_illumina_amg_analysis,Virome — DRAM-v auxiliary metabolic gene analysis,curated_static,True,True,4,4,4,0,0,0,PASS,
Virome,Illumina,Paired-end,Viral abundance profiling,False,virome_illumina_viral_abundance_contig,Virome — viral-sequence abundance (contig/genome level),curated_static,True,True,7,8,8,0,0,0,PASS,
Virome,Illumina,Paired-end,Viral abundance profiling,False,virome_illumina_viral_abundance_votu,Virome — vOTU-level community abundance,curated_static,True,True,9,10,10,0,0,0,PASS,
Virome,Oxford Nanopore,Long reads,Viral sequence detection,False,virome_ont_viral_detection,Virome — Oxford Nanopore viral sequence detection,curated_static,True,True,3,5,5,0,0,0,PASS,
Virome,Oxford Nanopore,Long reads,Viral genome quality assessment,False,virome_ont_quality_assessment,Virome — Oxford Nanopore viral genome quality assessment,curated_static,True,True,4,6,6,0,0,0,PASS,
Virome,Oxford Nanopore,Long reads,Viral taxonomy,False,virome_ont_viral_taxonomy,Virome — Oxford Nanopore geNomad viral taxonomy,curated_static,True,True,3,4,4,0,0,0,PASS,
Virome,Oxford Nanopore,Long reads,Viral host prediction,False,virome_ont_host_prediction,Virome — prokaryotic virus host prediction,curated_static,True,True,5,7,7,0,0,0,PASS,
Virome,Oxford Nanopore,Long reads,Viral clustering / vOTU analysis,False,virome_ont_votu_clustering,Virome — Oxford Nanopore viral clustering and vOTU definition,curated_static,True,True,5,7,7,0,0,0,PASS,
Virome,Oxford Nanopore,Long reads,Viral functional annotation,False,virome_ont_functional_annotation,Virome — Oxford Nanopore viral functional annotation,curated_static,True,True,6,8,8,0,0,0,PASS,
Virome,Oxford Nanopore,Long reads,Auxiliary metabolic gene analysis,False,virome_ont_amg_analysis,Virome — DRAM-v auxiliary metabolic gene analysis,curated_static,True,True,4,5,5,0,0,0,PASS,
Virome,Oxford Nanopore,Long reads,Viral abundance profiling,False,virome_ont_viral_abundance_contig,Virome — viral-sequence abundance (contig/genome level),curated_static,True,True,7,9,8,1,1,0,COMPATIBILITY_FAIL,Viral abundance estimation
Virome,Oxford Nanopore,Long reads,Viral abundance profiling,False,virome_ont_viral_abundance_votu,Virome — vOTU-level community abundance,curated_static,True,True,9,11,10,1,1,0,COMPATIBILITY_FAIL,vOTU abundance estimation
Virome,PacBio,Long reads,Viral sequence detection,False,virome_pacbio_viral_detection,Virome — PacBio viral sequence detection,curated_static,True,True,3,5,5,0,0,0,PASS,
Virome,PacBio,Long reads,Viral genome quality assessment,False,virome_pacbio_quality_assessment,Virome — PacBio viral genome quality assessment,curated_static,True,True,4,6,6,0,0,0,PASS,
Virome,PacBio,Long reads,Viral taxonomy,False,virome_pacbio_viral_taxonomy,Virome — PacBio geNomad viral taxonomy,curated_static,True,True,3,4,4,0,0,0,PASS,
Virome,PacBio,Long reads,Viral host prediction,False,virome_pacbio_host_prediction,Virome — prokaryotic virus host prediction,curated_static,True,True,5,7,7,0,0,0,PASS,
Virome,PacBio,Long reads,Viral clustering / vOTU analysis,False,virome_pacbio_votu_clustering,Virome — PacBio viral clustering and vOTU definition,curated_static,True,True,5,7,7,0,0,0,PASS,
Virome,PacBio,Long reads,Viral functional annotation,False,virome_pacbio_functional_annotation,Virome — PacBio viral functional annotation,curated_static,True,True,6,8,8,0,0,0,PASS,
Virome,PacBio,Long reads,Auxiliary metabolic gene analysis,False,virome_pacbio_amg_analysis,Virome — DRAM-v auxiliary metabolic gene analysis,curated_static,True,True,4,5,5,0,0,0,PASS,
Virome,PacBio,Long reads,Viral abundance profiling,False,virome_pacbio_viral_abundance_contig,Virome — viral-sequence abundance (contig/genome level),curated_static,True,True,7,9,8,1,1,0,COMPATIBILITY_FAIL,Viral abundance estimation
Virome,PacBio,Long reads,Viral abundance profiling,False,virome_pacbio_viral_abundance_votu,Virome — vOTU-level community abundance,curated_static,True,True,9,11,10,1,1,0,COMPATIBILITY_FAIL,vOTU abundance estimation
Eukaryotic genome,Oxford Nanopore,Long reads,Genome assembly,False,eukaryotic_genome_ont_assembly,Eukaryotic genome — Oxford Nanopore collapsed/consensus assembly,curated_static,True,True,1,1,1,0,0,0,PASS,
Eukaryotic genome,Oxford Nanopore,Long reads,Genome quality assessment,False,eukaryotic_genome_quality,Eukaryotic genome — Assembly quality assessment,curated_static,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,Oxford Nanopore,Long reads,Repeat annotation,False,eukaryotic_genome_repeat_annotation,Eukaryotic genome — De novo repeat annotation,curated_static,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,Oxford Nanopore,Long reads,Gene prediction,False,eukaryotic_genome_gene_prediction_braker,Eukaryotic genome — protein-evidence gene prediction (BRAKER4 EP mode),curated_static,True,True,3,3,3,0,0,0,PASS,
Eukaryotic genome,Oxford Nanopore,Long reads,Gene prediction,False,eukaryotic_genome_gene_prediction_augustus,Eukaryotic genome — Ab initio gene prediction,curated_static,True,True,3,3,3,0,0,0,PASS,
Eukaryotic genome,Oxford Nanopore,Long reads,Functional annotation,False,eukaryotic_genome_functional_annotation,Eukaryotic genome — Protein functional annotation,curated_static,True,True,1,1,1,0,0,0,PASS,
Eukaryotic genome,Oxford Nanopore,Long reads,Comparative genomics,False,eukaryotic_genome_comparative_genomics,Eukaryotic genome — pairwise chromosome-level synteny/rearrangements,curated_static,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,PacBio,Long reads,Genome assembly,False,eukaryotic_genome_pacbio_assembly,Eukaryotic genome — PacBio HiFi assembly,curated_static,True,True,1,1,1,0,0,0,PASS,
Eukaryotic genome,Illumina + Oxford Nanopore,Paired-end + Long reads,Hybrid genome assembly,False,eukaryotic_genome_illumina_ont_hybrid,Eukaryotic genome — Illumina + Oxford Nanopore hybrid assembly,curated_static,True,True,1,1,1,0,0,0,PASS,
Eukaryotic genome,Illumina,Paired-end,Genome quality assessment,False,dynamic__eukaryotic_genome__illumina__paired_end__genome_quality_from_assembly,Eukaryotic genome — Assembly quality assessment — paired-end project context,dynamic,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,Illumina,Paired-end,Repeat annotation,False,dynamic__eukaryotic_genome__illumina__paired_end__repeat_annotation_from_assembly,Eukaryotic genome — De novo repeat annotation — paired-end project context,dynamic,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,Illumina,Paired-end,Gene prediction,False,dynamic__eukaryotic_genome__illumina__paired_end__gene_prediction_braker,Eukaryotic genome — protein-evidence gene prediction (BRAKER4 EP mode) — paired-end project context,dynamic,True,True,3,3,3,0,0,0,PASS,
Eukaryotic genome,Illumina,Paired-end,Gene prediction,False,dynamic__eukaryotic_genome__illumina__paired_end__gene_prediction_augustus,Eukaryotic genome — Ab initio gene prediction — paired-end project context,dynamic,True,True,3,3,3,0,0,0,PASS,
Eukaryotic genome,Illumina,Paired-end,Functional annotation,False,dynamic__eukaryotic_genome__illumina__paired_end__functional_annotation_from_proteins,Eukaryotic genome — Protein functional annotation — paired-end project context,dynamic,True,True,1,1,1,0,0,0,PASS,
Eukaryotic genome,Illumina,Paired-end,Comparative genomics,False,dynamic__eukaryotic_genome__illumina__paired_end__comparative_genomics_from_assemblies,Eukaryotic genome — pairwise chromosome-level synteny/rearrangements — paired-end project context,dynamic,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,Illumina,Paired-end,Variant analysis,True,eukaryotic_genome_illumina_variant_analysis,Eukaryotic genome — Illumina variant analysis,curated_static,True,True,3,4,4,0,0,0,PASS,
Eukaryotic genome,Illumina,Single-end,Genome quality assessment,False,dynamic__eukaryotic_genome__illumina__single_end__genome_quality_from_assembly,Eukaryotic genome — Assembly quality assessment — single-end project context,dynamic,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,Illumina,Single-end,Repeat annotation,False,dynamic__eukaryotic_genome__illumina__single_end__repeat_annotation_from_assembly,Eukaryotic genome — De novo repeat annotation — single-end project context,dynamic,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,Illumina,Single-end,Gene prediction,False,dynamic__eukaryotic_genome__illumina__single_end__gene_prediction_braker,Eukaryotic genome — protein-evidence gene prediction (BRAKER4 EP mode) — single-end project context,dynamic,True,True,3,3,3,0,0,0,PASS,
Eukaryotic genome,Illumina,Single-end,Gene prediction,False,dynamic__eukaryotic_genome__illumina__single_end__gene_prediction_augustus,Eukaryotic genome — Ab initio gene prediction — single-end project context,dynamic,True,True,3,3,3,0,0,0,PASS,
Eukaryotic genome,Illumina,Single-end,Functional annotation,False,dynamic__eukaryotic_genome__illumina__single_end__functional_annotation_from_proteins,Eukaryotic genome — Protein functional annotation — single-end project context,dynamic,True,True,1,1,1,0,0,0,PASS,
Eukaryotic genome,Illumina,Single-end,Comparative genomics,False,dynamic__eukaryotic_genome__illumina__single_end__comparative_genomics_from_assemblies,Eukaryotic genome — pairwise chromosome-level synteny/rearrangements — single-end project context,dynamic,True,True,2,2,2,0,0,0,PASS,
Eukaryotic genome,Illumina,Single-end,Variant analysis,True,dynamic__eukaryotic_genome__illumina__single_end__variant_analysis,Eukaryotic genome — Illumina single-end variant analysis,dynamic,True,True,3,4,4,0,0,0,PASS,
Metatranscriptome,Illumina,Paired-end,Host read removal,False,metatranscriptome_illumina_host_removal,Metatranscriptome — Illumina host read removal,curated_static,True,True,1,1,1,0,0,0,PASS,
Metatranscriptome,Illumina,Paired-end,rRNA depletion assessment,False,metatranscriptome_illumina_rrna_assessment,Metatranscriptome — Illumina rRNA depletion assessment,curated_static,True,True,1,1,1,0,0,0,PASS,
Metatranscriptome,Illumina,Paired-end,Taxonomic profiling,False,metatranscriptome_illumina_taxonomy,Metatranscriptome — RNA transcript-weighted taxonomic signal,curated_static,True,True,3,4,4,0,0,0,PASS,
Metatranscriptome,Illumina,Paired-end,Differential expression,False,metatranscriptome_illumina_differential_expression,Metatranscriptome — microbial gene-catalog differential transcription,curated_static,True,True,6,7,7,0,0,0,PASS,
Metatranscriptome,Illumina,Paired-end,Functional profiling,False,metatranscriptome_illumina_functional_isolated,Metatranscriptome — HUMAnN functional profiling (RNA-only),curated_static,True,True,3,3,3,0,0,0,PASS,
Metatranscriptome,Illumina,Paired-end,Functional profiling,False,metatranscriptome_illumina_functional_dna_informed,Metatranscriptome — HUMAnN functional profiling (paired-DNA informed),curated_static,True,True,3,3,3,0,0,0,PASS,
Metatranscriptome,Illumina,Paired-end,Pathway analysis,False,metatranscriptome_illumina_pathways_isolated,Metatranscriptome — HUMAnN pathway profiling (RNA-only),curated_static,True,True,3,3,3,0,0,0,PASS,
Metatranscriptome,Illumina,Paired-end,Pathway analysis,False,metatranscriptome_illumina_pathways_dna_informed,Metatranscriptome — HUMAnN pathway profiling (paired-DNA informed),curated_static,True,True,3,3,3,0,0,0,PASS,
Metatranscriptome,Oxford Nanopore,Long reads,Host read removal,False,metatranscriptome_ont_host_removal,Metatranscriptome — Oxford Nanopore long-read host removal,curated_static,True,True,2,2,2,0,0,0,PASS,
Metatranscriptome,Oxford Nanopore,Long reads,Taxonomic profiling,False,metatranscriptome_ont_taxonomy,Metatranscriptome — Oxford Nanopore long-read taxonomic profiling,curated_static,True,True,3,3,3,0,0,0,PASS,
Metatranscriptome,Oxford Nanopore,Long reads,Differential expression,False,metatranscriptome_ont_differential_expression,Metatranscriptome — Oxford Nanopore long-read differential transcription,curated_static,True,True,6,7,7,0,0,0,PASS,
Metatranscriptome,PacBio,Long reads,Host read removal,False,metatranscriptome_pacbio_host_removal,Metatranscriptome — PacBio long-read host removal,curated_static,True,True,2,2,2,0,0,0,PASS,
Metatranscriptome,PacBio,Long reads,rRNA depletion assessment,False,metatranscriptome_pacbio_rrna_assessment,Metatranscriptome — PacBio long-read rRNA depletion assessment,curated_static,True,True,3,3,3,0,0,0,PASS,
Metatranscriptome,PacBio,Long reads,Taxonomic profiling,False,metatranscriptome_pacbio_taxonomy,Metatranscriptome — PacBio long-read taxonomic profiling,curated_static,True,True,4,4,4,0,0,0,PASS,
Metatranscriptome,PacBio,Long reads,Differential expression,False,metatranscriptome_pacbio_differential_expression,Metatranscriptome — PacBio long-read differential transcription,curated_static,True,True,7,8,8,0,0,0,PASS,
